iter	Logloss
182	0.5255513681
183	0.5249398357
184	0.5243378239
185	0.5236847035
186	0.5230777468
187	0.5223891271
188	0.5216482917
189	0.5209898943
190	0.5204510948
191	0.5198751724
192	0.5192854119
193	0.5186799313
194	0.5178557353
195	0.5171702522
196	0.5164929982
197	0.5159374085
198	0.5153101929
199	0.5145338582
200	0.5138744645
201	0.5132250711
202	0.512541839
203	0.511976618
204	0.5112768171
205	0.5105742855
206	0.5099457783
207	0.509366092
208	0.5086675088
209	0.5079430577
210	0.5072835532
211	0.5066088085
212	0.5058473082
213	0.5052509792
214	0.5045536138
215	0.5039886881
216	0.5033554575
217	0.5026778714
218	0.5020118354
219	0.5013561318
220	0.5007640465
221	0.500024355
222	0.4994182102
223	0.4987423584
224	0.4981217482
225	0.4974295121
226	0.4967970197
227	0.4960662953
228	0.4955135101
229	0.4948035982
230	0.4941806632
231	0.4935919359
232	0.4930140946
233	0.4923761407
234	0.4917827638
235	0.4911618953
236	0.4904618361
237	0.4899031467
238	0.4892702852
239	0.4886466491
240	0.4881093626
241	0.4874048014
242	0.4868512413
243	0.4862986038
244	0.4855323063
245	0.4849277113
246	0.4844031928
247	0.4837222855
248	0.4831972503
249	0.482693618
250	0.482058321
251	0.481517824
252	0.4809770319
253	0.4803581192
254	0.4797302025
255	0.4791442059
256	0.4785200532
257	0.4779915493
258	0.4775902818
259	0.4771239939
260	0.4765828697
261	0.4760031095
262	0.4754445308
263	0.474785543
264	0.4742582199
265	0.473701597
266	0.4732116921
267	0.4728273994
268	0.4722357938
269	0.4716245566
270	0.4711808524
271	0.4705977342
272	0.4700593775
273	0.4693670307
274	0.4687580076
275	0.4682584345
276	0.467780375
277	0.4672397673
278	0.466700193
279	0.4661332376
280	0.4655380157
281	0.4649948618
282	0.4644801222
283	0.4638974468
284	0.4634482074
285	0.4629114006
286	0.4624533786
287	0.4619604108
288	0.461519954
289	0.4611039998
290	0.4605585211
291	0.4599801263
292	0.4594969375
293	0.4590638609
294	0.458572849
295	0.4579654126
296	0.4574096384
297	0.4568353028
298	0.4563001935
299	0.4558271895
300	0.4553196456
301	0.4548697789
302	0.4543800216
303	0.453739669
304	0.4531644478
305	0.4526873846
306	0.4521095433
307	0.451573659
308	0.4509929025
309	0.4503777906
310	0.449851427
311	0.4493688286
312	0.4488058217
313	0.4484195363
314	0.447980777
315	0.4474331211
316	0.4469168316
317	0.4464089925
318	0.4458264647
319	0.4452246005
320	0.444770527
321	0.4442735001
322	0.4437331877
323	0.4432631358
324	0.442658467
325	0.4422279736
326	0.4417525341
327	0.4412477579
328	0.4407571149
329	0.4403475447
330	0.439893508
331	0.4394611695
332	0.4390269121
333	0.4385477087
334	0.4380507556
335	0.4375942465
336	0.4370822007
337	0.4365604498
338	0.4360881469
339	0.4356978392
340	0.4352121411
341	0.434815265
342	0.4343568371
343	0.4339619905
344	0.4334979905
345	0.4329684164
346	0.4325358934
347	0.432020305
348	0.4315465261
349	0.4311327121
350	0.4307318137
351	0.4303145311
352	0.4297954739
353	0.4293320274
354	0.4288472887
355	0.4284645828
356	0.4280997741
357	0.4277205
358	0.4272643969
359	0.4268553064
360	0.4264252558
361	0.4260306675
362	0.4255824245
363	0.4250693454
364	0.4245699199
365	0.424151567
366	0.4237099293
367	0.4233115034
368	0.4229315651
369	0.4225747271
370	0.4221137161
371	0.4216981678
372	0.4213736556
373	0.4209556718
374	0.4205675044
375	0.4200716215
376	0.4196431945
377	0.4192845115
378	0.418932397
379	0.4184300562
380	0.4180579041
381	0.4175751212
382	0.4172076925
383	0.4167777526
384	0.4164225752
385	0.4159373937
386	0.4155440232
387	0.4151558928
388	0.4148073208
389	0.4143948722
390	0.4139384739
391	0.4135377969
392	0.4131390757
393	0.4127008699
394	0.412329382
395	0.4120211803
396	0.4116497293
397	0.411234956
398	0.4108036507
399	0.4103671792
400	0.4099292686
401	0.409557301
402	0.4091249994
403	0.4087448397
404	0.4084179658
405	0.4080004986
406	0.4075691195
407	0.4072565635
408	0.406911165
409	0.4065607479
410	0.406191548
411	0.4057065509
412	0.40533248
413	0.4049689997
414	0.4046584363
415	0.4043351419
416	0.4040071979
417	0.4036402489
418	0.4031961019
419	0.4027948345
420	0.4024852674
421	0.4020210091
422	0.4016798543
423	0.4013246031
424	0.4009606063
425	0.4005861663
426	0.4001286609
427	0.3997975434
428	0.3994308896
429	0.3990629443
430	0.3987590601
431	0.3983815573
432	0.397984349
433	0.3976614974
434	0.3972776844
435	0.3968788894
436	0.3966523508
437	0.39635319
438	0.395901921
439	0.39562944
440	0.3953218656
441	0.3949323329
442	0.3945449036
443	0.3942728654
444	0.3938922628
445	0.3934684486
446	0.3932036431
447	0.3928812343
448	0.3924383419
449	0.3921131655
450	0.3917845204
451	0.3913907809
452	0.391057892
453	0.3906717174
454	0.3903566151
455	0.3900821045
456	0.389704085
457	0.389336398
458	0.3890358718
459	0.388685381
460	0.3883621234
461	0.3879962077
462	0.3877094089
463	0.3873083629
464	0.3870240365
465	0.3867280123
466	0.3863641261
467	0.3860477323
468	0.3857004519
469	0.3853074873
470	0.3850951927
471	0.384753632
472	0.3845055429
473	0.3841591481
474	0.3838778476
475	0.3835415269
476	0.3831776408
477	0.3829195883
478	0.3825786918
479	0.3822343266
480	0.3818792968
481	0.3814931221
482	0.3812095707
483	0.3808649102
484	0.380621729
485	0.3802704632
486	0.3799879819
487	0.3797363503
488	0.3794050482
489	0.37908692
490	0.3787835893
491	0.3784443165
492	0.3780908735
493	0.3777166549
494	0.377383766
495	0.3770344191
496	0.3767284315
497	0.3764317062
498	0.3761805173
499	0.3758639759
500	0.3755664018
501	0.3752254684
502	0.3749273778
503	0.3745815365
504	0.3743032619
505	0.3740300798
506	0.3737578202
507	0.3734275882
508	0.3731254015
509	0.3728547656
510	0.3726091489
511	0.3722845998
512	0.3719749589
513	0.3716797834
514	0.3714056788
515	0.3711232343
516	0.370802892
517	0.3705466846
518	0.3702183715
519	0.3699486212
520	0.369604994
521	0.3692685258
522	0.3688601733
523	0.3685252917
524	0.368233585
525	0.3679077444
526	0.3676568139
527	0.3673560663
528	0.3671038073
529	0.3667498846
530	0.366446148
531	0.3661174659
532	0.3657862745
533	0.3654876672
534	0.3651882481
535	0.3648893455
536	0.3646322525
537	0.3643235711
538	0.3640348534
539	0.3637965063
540	0.3635246526
541	0.3632420606
542	0.363012902
543	0.3628373982
544	0.3625381267
545	0.3622983404
546	0.362018516
547	0.3617170673
548	0.3614686461
549	0.3611672343
550	0.3609501056
551	0.3606761116
552	0.3603456583
553	0.3601346552
554	0.3598936881
555	0.3596564481
556	0.3593829707
557	0.359087906
558	0.3588635815
559	0.358611507
560	0.3583550782
561	0.3580367286
562	0.3577835101
563	0.3575487056
564	0.3572335664
565	0.3569890937
566	0.3567708579
567	0.3564296662
568	0.3561413176
569	0.3559351117
570	0.3557295701
571	0.3554759827
572	0.3551711759
573	0.3549277733
574	0.3547119362
575	0.3544463558
576	0.3541603688
577	0.3539543475
578	0.3536888409
579	0.3534588335
580	0.3532459485
581	0.3530012175
582	0.3527578887
583	0.3525347081
584	0.3522009705
585	0.3519661291
586	0.3517113977
587	0.3514588067
588	0.3512711623
589	0.3510564322
590	0.3508677177
591	0.350664833
592	0.3504160428
593	0.3501500564
594	0.3498875019
595	0.3496136556
596	0.3494260481
597	0.3491357806
598	0.3488966216
599	0.3486641788
600	0.3483951296
601	0.3481995884
602	0.3479917958
603	0.3477900919
604	0.3475646604
605	0.3473063495
606	0.3470975975
607	0.3468518701
608	0.3466036703
609	0.3463511899
610	0.3461805941
611	0.3459561958
612	0.3457229411
613	0.3455272522
614	0.345354922
615	0.3451489745
616	0.3449456839
617	0.3446973365
618	0.3444659269
619	0.3442523038
620	0.3440114844
621	0.343768008
622	0.3434631274
623	0.3432772174
624	0.3430063232
625	0.3427697104
626	0.3425829886
627	0.342302869
628	0.342067843
629	0.3418181303
630	0.3416167955
631	0.3413616582
632	0.3411902136
633	0.3410440097
634	0.340919061
635	0.3406515617
636	0.3404242851
637	0.3401584464
638	0.3399190292
639	0.3396809404
640	0.3394648818
641	0.3392082685
642	0.3389581129
643	0.338784159
644	0.3385652591
645	0.3383544405
646	0.3381468324
647	0.3379345747
648	0.3377170032
649	0.3374766635
650	0.3373131896
651	0.3371393464
652	0.3369311479
653	0.3367381897
654	0.3365525012
655	0.3363854848
656	0.3361410489
657	0.3358924801
658	0.3356929535
659	0.3355487422
660	0.3353547508
661	0.3351278432
662	0.3348777983
663	0.3345979739
664	0.3343894802
665	0.3341265567
666	0.3339700572
667	0.3337776525
668	0.3335410029
669	0.3333084494
670	0.3330861545
671	0.3328402795
672	0.3326820457
673	0.3324733305
674	0.3323193773
675	0.3321175996
676	0.3319514689
677	0.3316690244
678	0.3314149942
679	0.3312368335
680	0.3309802571
681	0.3307749
682	0.3306089906
683	0.3304356272
684	0.3303187969
685	0.3300821842
686	0.3299338769
687	0.3298187071
688	0.3295929435
689	0.329384745
690	0.3291436303
691	0.328901593
692	0.3287188197
693	0.3285574123
694	0.3283650815
695	0.3281600934
696	0.3279333334
697	0.3277959858
698	0.3276544315
699	0.3274968619
700	0.3273240889
701	0.3271337876
702	0.3269386891
703	0.3267803815
704	0.32660104
705	0.3264345402
706	0.3262933549
707	0.3261449369
708	0.3259635289
709	0.3257049966
710	0.3254910046
711	0.3253362026
712	0.3251333548
713	0.3249651945
714	0.3247721625
715	0.3245908652
716	0.3243886447
717	0.3242233996
718	0.3240502206
719	0.3239192571
720	0.3237561153
721	0.3236185464
722	0.3234125988
723	0.3232047693
724	0.3230367566
725	0.3228516584
726	0.3226815792
727	0.3224585463
728	0.3222415652
729	0.3220304145
730	0.3218864247
731	0.3216790749
732	0.3215498088
733	0.321376187
734	0.3212048532
735	0.320994662
736	0.3207973125
737	0.3206529537
738	0.3204379653
739	0.3202414276
740	0.320064005
741	0.3199400896
742	0.3197678332
743	0.3195815542
744	0.31939498
745	0.3192191072
746	0.3190892138
747	0.3189265518
748	0.3187899053
749	0.3186080914
750	0.3184599686
751	0.3183054249
752	0.3181156034
753	0.317985304
754	0.3178179924
755	0.3176392044
756	0.317432113
757	0.3172492289
758	0.3170934675
759	0.3169920251
760	0.3168334223
761	0.3166720887
762	0.316534815
763	0.3163505287
764	0.3161523674
765	0.315953099
766	0.3157734992
767	0.315588401
768	0.3154294661
769	0.315240604
770	0.3151269103
771	0.3150031425
772	0.3148776404
773	0.3146841287
774	0.314534456
775	0.3143469593
776	0.3142208667
777	0.3140621162
778	0.3139415958
779	0.3138201159
780	0.3136088176
781	0.3134434249
782	0.3132986971
783	0.3131162558
784	0.312944885
785	0.3127784591
786	0.3125680464
787	0.312434795
788	0.3122984807
789	0.3121715393
790	0.3119776217
791	0.3118405694
792	0.3116644383
793	0.3115469807
794	0.3113575282
795	0.311230882
796	0.3111080368
797	0.310975671
798	0.3108275113
799	0.3106862521
800	0.3105413767
801	0.310384582
802	0.3102568289
803	0.3101135402
804	0.310016895
805	0.3098520927
806	0.3097102432
807	0.3094697004
808	0.3093174262
809	0.3091511847
810	0.308981659
811	0.308802705
812	0.3086323306
813	0.3084218995
814	0.3082643299
815	0.3080687702
816	0.3078976208
817	0.3076879278
818	0.3075689572
819	0.307460688
820	0.3072709403
821	0.3071325226
822	0.306967462
823	0.3067757954
824	0.3066119525
825	0.3064318914
826	0.3063125703
827	0.3061428785
828	0.3059718398
829	0.3058264662
830	0.3056787493
831	0.305578414
832	0.3054379298
833	0.3053004531
834	0.3051088787
835	0.3049370836
836	0.3048050683
837	0.3047040872
838	0.3045838251
839	0.3044475292
840	0.3042443862
841	0.3041270393
842	0.3039714624
843	0.3038607947
844	0.3037199415
845	0.3036005834
846	0.303476871
847	0.3033391729
848	0.3032653144
849	0.3031321737
850	0.3030037563
851	0.3028422936
852	0.3027450026
853	0.3025851821
854	0.3024789425
855	0.3023174613
856	0.3021923466
857	0.3020744093
858	0.3019056032
859	0.3018213939
860	0.3017086227
861	0.301580722
862	0.3014539836
863	0.3013043663
864	0.3011519998
865	0.301011368
866	0.3008967887
867	0.3008050515
868	0.300650065
869	0.3005262603
870	0.3003711447
871	0.300216029
872	0.3000711167
873	0.2999668882
874	0.2998215515
875	0.2997342055
876	0.299567263
877	0.2994727027
878	0.2993499129
879	0.2992488211
880	0.2990757897
881	0.2989339586
882	0.298844989
883	0.2987040805
884	0.2985626184
885	0.298428961
886	0.2982549333
887	0.2981331213
888	0.2979828951
889	0.2978863976
890	0.2977511165
891	0.2976398583
892	0.2974719932
893	0.29732197
894	0.2971883679
895	0.2970484004
896	0.2969180641
897	0.2967838163
898	0.2966565429
899	0.2965207083
900	0.2964193951
901	0.2962903504
902	0.2961330944
903	0.2959961159
904	0.2958889907
905	0.2957664776
906	0.2956720834
907	0.2955997933
908	0.2954344006
909	0.2953175887
910	0.2952241356
911	0.2951481922
912	0.2950011026
913	0.2948908039
914	0.2947274223
915	0.2946492279
916	0.2945565682
917	0.2944250879
918	0.2942859507
919	0.2941724046
920	0.2940347249
921	0.2939136141
922	0.2938071716
923	0.2936670379
924	0.2935723486
925	0.293475482
926	0.2933511976
927	0.293223998
928	0.2931561729
929	0.2930516862
930	0.2929286749
931	0.2928286717
932	0.2927016013
933	0.2925744754
934	0.2924758561
935	0.2923823106
936	0.2922437822
937	0.2921330038
938	0.2919839216
939	0.2918816674
940	0.2917943768
941	0.2916879527
942	0.2915771558
943	0.2914867839
944	0.291361374
945	0.2912718693
946	0.2911686004
947	0.2910840958
948	0.2909924508
949	0.2908508965
950	0.2907083458
951	0.2905777328
952	0.2904708106
953	0.2903192928
954	0.2902275925
955	0.2901371284
956	0.2900090984
957	0.2898920836
958	0.2897856042
959	0.2896614859
960	0.2895650621
961	0.2894747641
962	0.2893949091
963	0.2892989836
964	0.289144975
965	0.2890544001
966	0.2889456882
967	0.2888235625
968	0.2887092415
969	0.2886002343
970	0.2884688648
971	0.2883336945
972	0.2882053694
973	0.2880862696
974	0.2879855653
975	0.2879095666
976	0.2878268702
977	0.2877247821
978	0.2875867334
979	0.2874638328
980	0.287382428
981	0.2872353015
982	0.2870908504
983	0.2870204607
984	0.2869127636
985	0.2867733864
986	0.2866592499
987	0.2865217363
988	0.2863766395
989	0.2862684626
990	0.286145728
991	0.2860661314
992	0.2859407769
993	0.2858552206
994	0.2857663064
995	0.2856751226
996	0.2855417604
997	0.2854679389
998	0.2853792091
999	0.2852785602
