iter	Logloss
175	0.2366732142
176	0.2352753311
177	0.2341855673
178	0.2330420027
179	0.2316769356
180	0.230367763
181	0.2295753721
182	0.228442389
183	0.227340979
184	0.2261552735
185	0.2251011048
186	0.2238747191
187	0.2227907326
188	0.2216659005
189	0.2204010822
190	0.2190401592
191	0.2182857964
192	0.2171302025
193	0.2164026676
194	0.2153948472
195	0.2142982717
196	0.2134187482
197	0.2123856594
198	0.2112015621
199	0.2102347348
200	0.2090898297
201	0.2081774195
202	0.207228001
203	0.2062758299
204	0.2053973452
205	0.2046768202
206	0.2038538301
207	0.202818741
208	0.2016485816
209	0.200903252
210	0.1998031493
211	0.1989836123
212	0.1980929629
213	0.1973293591
214	0.1963640765
215	0.1953889227
216	0.1947607289
217	0.1937330631
218	0.1928470929
219	0.1917990595
220	0.1908978808
221	0.1898527072
222	0.1887999618
223	0.1879827507
224	0.1874221059
225	0.1865624354
226	0.185748859
227	0.1846806498
228	0.1837426118
229	0.1829810627
230	0.1823971991
231	0.1815315801
232	0.1806872049
233	0.1798343457
234	0.1791143099
235	0.1782903641
236	0.1776929834
237	0.1769110761
238	0.1761861259
239	0.1754144491
240	0.1746041762
241	0.1738669452
242	0.1732804958
243	0.1724237473
244	0.1715284935
245	0.1707219139
246	0.170022552
247	0.1691376304
248	0.1686081248
249	0.1677495177
250	0.1669702856
251	0.166404811
252	0.1657990628
253	0.1650909191
254	0.1643531901
255	0.1637185357
256	0.162820354
257	0.1620495254
258	0.1613338417
259	0.1606785777
260	0.1599569236
261	0.1592383825
262	0.1587422678
263	0.1580121874
264	0.1571546627
265	0.1564882193
266	0.1555131932
267	0.1549651684
268	0.1542413096
269	0.1534577131
270	0.1527961624
271	0.1519485586
272	0.1513374026
273	0.1505624636
274	0.1501340996
275	0.1494748772
276	0.1487298917
277	0.1482010874
278	0.1475289278
279	0.1468690788
280	0.1463845464
281	0.1458570761
282	0.1451242133
283	0.144584105
284	0.1441247513
285	0.1435795201
286	0.1429972684
287	0.1423209143
288	0.1417576246
289	0.1410771167
290	0.1404341589
291	0.13975076
292	0.1393084338
293	0.138823957
294	0.1382057088
295	0.1375945368
296	0.1371355689
297	0.1366923279
298	0.1360701168
299	0.1354840334
300	0.1350633952
301	0.1344452079
302	0.133791456
303	0.1331706569
304	0.1326711156
305	0.132104341
306	0.1314952122
307	0.1311981945
308	0.1305910681
309	0.1301759057
310	0.1295503763
311	0.1292742943
312	0.1288195108
313	0.1281925579
314	0.1275936442
315	0.1272520891
316	0.1266167968
317	0.1261167352
318	0.1255861028
319	0.1252360405
320	0.1247272687
321	0.1242684385
322	0.1238264511
323	0.1233394537
324	0.1229289714
325	0.1225654547
326	0.1220219161
327	0.1213811107
328	0.120921021
329	0.1205085179
330	0.1200322963
331	0.1195741191
332	0.1192003166
333	0.1186446574
334	0.1182140558
335	0.1177868722
336	0.1173900616
337	0.1169172548
338	0.1164337846
339	0.1161406317
340	0.1156674959
341	0.1152981279
342	0.1149522389
343	0.1146287579
344	0.1142663487
345	0.1138414036
346	0.1134271028
347	0.1130732824
348	0.1127207269
349	0.1122593694
350	0.1117277296
351	0.1113620228
352	0.1109463124
353	0.1104622456
354	0.1099577857
355	0.1096196549
356	0.1092347836
357	0.1088185325
358	0.1084370403
359	0.1080338327
360	0.1076795328
361	0.1071456471
362	0.1067886174
363	0.1065656597
364	0.106160557
365	0.1057695806
366	0.1054353343
367	0.105128324
368	0.1047056798
369	0.1043414588
370	0.1039945995
371	0.1036731178
372	0.1033469477
373	0.103049683
374	0.1026286786
375	0.1023091268
376	0.101900396
377	0.1015760759
378	0.1012415979
379	0.1009606439
380	0.1006751791
381	0.1003981355
382	0.09997034326
383	0.09956497774
384	0.09929290121
385	0.09893110573
386	0.09872584999
387	0.09830915079
388	0.09790755332
389	0.09760077382
390	0.09736577128
391	0.09712764745
392	0.09669549758
393	0.09629547695
394	0.09596277426
395	0.09555177003
396	0.09530867885
397	0.09508117671
398	0.0947911723
399	0.09447426111
400	0.09420809979
401	0.09386994928
402	0.09360870336
403	0.09331564769
404	0.09303744654
405	0.09274650594
406	0.09240073646
407	0.09217721954
408	0.09186557829
409	0.09158624237
410	0.09127924919
411	0.09101190006
412	0.09063798596
413	0.09043897688
414	0.09018147871
415	0.0898916244
416	0.08968386645
417	0.08939533785
418	0.08916533689
419	0.08890199314
420	0.08871708517
421	0.08847784196
422	0.08817025612
423	0.0880146566
424	0.0877061073
425	0.08729582787
426	0.08697852279
427	0.08673673262
428	0.08639252062
429	0.08608555724
430	0.08585776741
431	0.08559765016
432	0.08538095956
433	0.08517932112
434	0.08497373174
435	0.08479552413
436	0.08456277346
437	0.08437786748
438	0.08413300758
439	0.0838005286
440	0.08354622453
441	0.08334016681
442	0.08309879144
443	0.08293622648
444	0.08269425362
445	0.08242941245
446	0.08218906264
447	0.08187481592
448	0.08164008528
449	0.08137084867
450	0.08115932385
451	0.08089040945
452	0.08072801128
453	0.08048238352
454	0.08018893098
455	0.07999217649
456	0.07978894035
457	0.07951296777
458	0.07929336076
459	0.07899500226
460	0.07871626511
461	0.0784300065
462	0.07818699529
463	0.07800964534
464	0.07778391252
465	0.07742590373
466	0.07712862457
467	0.07689834078
468	0.07668158039
469	0.07638039673
470	0.0761245509
471	0.07600110759
472	0.07578580563
473	0.07562318474
474	0.07536658148
475	0.07515172258
476	0.0749273322
477	0.07471436411
478	0.07453518718
479	0.07427200163
480	0.07408290714
481	0.07383068532
482	0.07370368799
483	0.07351244325
484	0.07334418645
485	0.07314182257
486	0.07291970467
487	0.07275941809
488	0.07254487321
489	0.07236595874
490	0.07215963443
491	0.07192595527
492	0.07173579231
493	0.07149720694
494	0.07130820443
495	0.0711280491
496	0.07090776533
497	0.07075945596
498	0.07054214065
499	0.07040903191
500	0.07017053614
501	0.06995316803
502	0.06965812122
503	0.0694679602
504	0.06923166697
505	0.06898773655
506	0.0687837865
507	0.06867148802
508	0.06844278579
509	0.06829664181
510	0.06809581404
511	0.0679160207
512	0.06773104176
513	0.06749408707
514	0.06732325107
515	0.06707622384
516	0.06685605769
517	0.06667179202
518	0.06651442021
519	0.0663509886
520	0.06619989072
521	0.06607878526
522	0.0659000352
523	0.06569705044
524	0.06554127415
525	0.06540927514
526	0.06528055792
527	0.06516841918
528	0.0649994196
529	0.06483247255
530	0.06463482743
531	0.06447755153
532	0.06428770905
533	0.06411141068
534	0.06399852966
535	0.0638403511
536	0.06365666111
537	0.063538073
538	0.0633760718
539	0.06324062834
540	0.06305789789
541	0.06292371268
542	0.06281723867
543	0.06266297479
544	0.06250007908
545	0.06238115753
546	0.0622269015
547	0.06203484565
548	0.06187530503
549	0.06176798453
550	0.0615395763
551	0.06137657225
552	0.06118083263
553	0.06097831185
554	0.06082666253
555	0.06060157349
556	0.06041794573
557	0.0602974687
558	0.06021096915
559	0.06006978576
560	0.05991891538
561	0.05977174098
562	0.05962538908
563	0.05946352196
564	0.0593352406
565	0.05921263332
566	0.05902739103
567	0.05892607855
568	0.05874758368
569	0.05862287921
570	0.05851883469
571	0.05841539552
572	0.05827601659
573	0.05817168976
574	0.05803998592
575	0.05786378408
576	0.05774713643
577	0.05763711664
578	0.05753683073
579	0.05737138391
580	0.0572591453
581	0.0571565714
582	0.05698107474
583	0.05686814626
584	0.05671997381
585	0.05657603887
586	0.05641035669
587	0.05625967028
588	0.05609156395
589	0.05593195327
590	0.05579871361
591	0.05566432697
592	0.05552131231
593	0.05539176901
594	0.05528238041
595	0.05514723413
596	0.05500089812
597	0.05489543103
598	0.05472907024
599	0.05459014905
600	0.05445672366
601	0.0543059353
602	0.05417705521
603	0.05403638914
604	0.05388782158
605	0.05380166131
606	0.05367850016
607	0.05354664673
608	0.05345319082
609	0.0533323014
610	0.05322665304
611	0.05313143171
612	0.05298464792
613	0.05282984021
614	0.05273410929
615	0.05260762314
616	0.05247494948
617	0.05235424442
618	0.05223116713
619	0.05208296234
620	0.05198573172
621	0.05184891803
622	0.05176403883
623	0.05163213966
624	0.05150486293
625	0.05142071158
626	0.05130891591
627	0.0511599191
628	0.05105907579
629	0.05096890149
630	0.05083787245
631	0.05071438988
632	0.05061938045
633	0.05050453007
634	0.05036975014
635	0.0502590099
636	0.0501732038
637	0.05007060545
638	0.04997906474
639	0.04986527063
640	0.04979086764
641	0.04967637432
642	0.04958081091
643	0.04945101048
644	0.04935463692
645	0.04925605344
646	0.0491565039
647	0.04902125224
648	0.04895317167
649	0.04884598834
650	0.0487369631
651	0.04862821855
652	0.04853340377
653	0.04841629711
654	0.04827486284
655	0.04816094317
656	0.04804794731
657	0.04795388582
658	0.04782753932
659	0.04771332239
660	0.04757825193
661	0.04749226441
662	0.04739581677
663	0.04731978414
664	0.04721728288
665	0.04709565786
666	0.04699525895
667	0.04688302102
668	0.04676259401
669	0.04666042104
670	0.0465821778
671	0.04645879216
672	0.04637986551
673	0.04629479873
674	0.04617913725
675	0.04607924869
676	0.04601262587
677	0.04592892066
678	0.04585493771
679	0.04574682722
680	0.04566005352
681	0.04552362688
682	0.04546774243
683	0.0453556298
684	0.04523875438
685	0.04511516591
686	0.04502515448
687	0.04493401868
688	0.04487194158
689	0.04482033511
690	0.04469482422
691	0.04457048873
692	0.04448793697
693	0.04441254524
694	0.0443526716
695	0.04425342555
696	0.04417827395
697	0.04408756842
698	0.04398908933
699	0.0438767081
700	0.04377767675
701	0.04369190954
702	0.04360309668
703	0.04352409686
704	0.04344696984
705	0.04333448273
706	0.0432139302
707	0.04311083925
708	0.04301733556
709	0.0429124969
710	0.04284236948
711	0.04274741362
712	0.0426813818
713	0.04259136657
714	0.04249926113
715	0.04242894389
716	0.04234217398
717	0.04225267254
718	0.04217526096
719	0.04209133275
720	0.04198602706
721	0.04190156477
722	0.04183387381
723	0.04173634879
724	0.041637202
725	0.04155018315
726	0.04146029162
727	0.04133783899
728	0.04127121396
729	0.04116237924
730	0.04105235053
731	0.04099262471
732	0.04092106968
733	0.04083328312
734	0.04074571664
735	0.04065510936
736	0.04059360559
737	0.0405150302
738	0.04042950017
739	0.04034319691
740	0.04026685958
741	0.04018547927
742	0.04010937127
743	0.04004309925
744	0.03995403868
745	0.03985660836
746	0.03978752285
747	0.03969713792
748	0.0396296114
749	0.03956226677
750	0.03947732091
751	0.03940089516
752	0.0393117929
753	0.03924739689
754	0.03918742105
755	0.03909044584
756	0.03900873835
757	0.0389303461
758	0.03883624303
759	0.03874098748
760	0.03866788588
761	0.03858993806
762	0.03850591935
763	0.03844431827
764	0.03836880537
765	0.03830136838
766	0.03821011581
767	0.03814773438
768	0.03805548536
769	0.03799781399
770	0.03793465217
771	0.03787331452
772	0.03780805814
773	0.03775169184
774	0.03765317251
775	0.03758085174
776	0.03752558408
777	0.03743348705
778	0.03735938927
779	0.03730083644
780	0.03723497719
781	0.03715401098
782	0.03707099646
783	0.03699468027
784	0.03694156736
785	0.03691350157
786	0.03685687887
787	0.0367956503
788	0.03670649581
789	0.03661601268
790	0.03655435142
791	0.03649463601
792	0.03642766324
793	0.03633028992
794	0.03623926309
795	0.03616080257
796	0.03609439351
797	0.03605195728
798	0.03600494067
799	0.03594988336
800	0.03587049484
801	0.03582844441
802	0.03576402836
803	0.03571801777
804	0.03566336329
805	0.03560522549
806	0.0355598554
807	0.03550089327
808	0.03544115486
809	0.0353704155
810	0.03532365183
811	0.03525267599
812	0.03520594458
813	0.03513088087
814	0.03507179124
815	0.03499877339
816	0.03496270202
817	0.03486442563
818	0.03480462929
819	0.03471770103
820	0.03464975807
821	0.03460720075
822	0.03455141251
823	0.03452357282
824	0.03445243763
825	0.03438984481
826	0.03432205617
827	0.03425827485
828	0.03421734643
829	0.03414854909
830	0.0341047828
831	0.03405293739
832	0.03399115777
833	0.03392583708
834	0.03386968608
835	0.03382691232
836	0.03378540547
837	0.033725066
838	0.033665484
839	0.03361353955
840	0.03356063534
841	0.03349461126
842	0.03344955811
843	0.03339189221
844	0.03332494623
845	0.03326742404
846	0.0332027297
847	0.03313337913
848	0.03307711467
849	0.03303128464
850	0.03297821719
851	0.03291180893
852	0.03283703779
853	0.03276564454
854	0.03270970799
855	0.03265372366
856	0.03258561616
857	0.03253355019
858	0.0324965283
859	0.03244817103
860	0.03240132129
861	0.0323614544
862	0.03231496415
863	0.03226109316
864	0.03221348502
865	0.03215717568
866	0.03209414574
867	0.03205556476
868	0.03199628009
869	0.03193352928
870	0.03187279994
871	0.03181361305
872	0.0317679311
873	0.03172474542
874	0.03168075425
875	0.03162297677
876	0.03156285641
877	0.03150703796
878	0.03144849217
879	0.03140341442
880	0.03134918069
881	0.03131441876
882	0.0312780394
883	0.0312191027
884	0.0311723971
885	0.03111061405
886	0.03103816524
887	0.03097730408
888	0.03093431808
889	0.03088821453
890	0.03081717189
891	0.03076366453
892	0.03071631561
893	0.03066161629
894	0.03062405164
895	0.03057977342
896	0.03053167156
897	0.03048717553
898	0.03041853214
899	0.03035982286
900	0.03033194759
901	0.03029862278
902	0.03025486884
903	0.03020022608
904	0.03013927308
905	0.03009648638
906	0.03005300984
907	0.03000586445
908	0.02994958802
909	0.0298901603
910	0.02985659047
911	0.02980822489
912	0.02976233394
913	0.02970276697
914	0.02965838996
915	0.02960089256
916	0.02955183188
917	0.02951167926
918	0.02944872955
919	0.02938400771
920	0.02932816642
921	0.02928175905
922	0.02922701325
923	0.02919218116
924	0.02914208246
925	0.02910798186
926	0.02904983832
927	0.02899525696
928	0.0289427747
929	0.02889791044
930	0.02885618938
931	0.02881541638
932	0.02876749961
933	0.0287176562
934	0.02866633863
935	0.02864083371
936	0.02858869538
937	0.02855112378
938	0.02849608762
939	0.02844752441
940	0.02840210485
941	0.02835797307
942	0.02831039584
943	0.02826638366
944	0.02822221863
945	0.02817181379
946	0.02813987181
947	0.02809731395
948	0.02805329519
949	0.02800916328
950	0.02797193283
951	0.02792870534
952	0.02788142153
953	0.02784189959
954	0.02780223614
955	0.02775327279
956	0.02771000804
957	0.02766663515
958	0.02762297069
959	0.02758907821
960	0.02754271032
961	0.02749495079
962	0.02744354349
963	0.02740656539
964	0.02736423995
965	0.02733595558
966	0.02731034538
967	0.02726274127
968	0.02721969644
969	0.02717886474
970	0.02713317359
971	0.02710107145
972	0.02705521525
973	0.02701027056
974	0.02693286265
975	0.02689384868
976	0.02686249003
977	0.02682383603
978	0.026790091
979	0.02674650247
980	0.02669904175
981	0.02666081874
982	0.02661318284
983	0.02658755762
984	0.026546209
985	0.02650437875
986	0.02648228859
987	0.0264408287
988	0.02639071422
989	0.02634144067
990	0.02629677119
991	0.02626547517
992	0.02622935817
993	0.02619207622
994	0.0261611696
995	0.02610913151
996	0.02606954655
997	0.02601357651
998	0.02596567566
999	0.02592378174
