iter	RMSE
782	0.1796512928
783	0.1795141508
784	0.1794841876
785	0.1789245613
786	0.1788774531
787	0.17884327
788	0.1788191833
789	0.1783619191
790	0.1780283982
791	0.1775071502
792	0.1772268816
793	0.1769058911
794	0.1765070085
795	0.1761821466
796	0.1757107895
797	0.1753433956
798	0.1752947598
799	0.1752528325
800	0.1746212058
801	0.1742062829
802	0.1741615724
803	0.1740555894
804	0.1739673902
805	0.1736944828
806	0.1736777655
807	0.173665022
808	0.1733301159
809	0.1730917607
810	0.1727048383
811	0.1726719887
812	0.1726386346
813	0.1720872348
814	0.1718291017
815	0.1715759497
816	0.1715301998
817	0.1711421729
818	0.1708230003
819	0.170483904
820	0.1702472562
821	0.1700375366
822	0.1699247057
823	0.169892354
824	0.1693902024
825	0.1692240909
826	0.169078829
827	0.1690330549
828	0.1686786755
829	0.1683014046
830	0.1679725799
831	0.1676003682
832	0.1671976395
833	0.1670624214
834	0.1666145862
835	0.1665938569
836	0.1662013997
837	0.166058128
838	0.1655315604
839	0.1651266084
840	0.1651143992
841	0.1648822661
842	0.1646293359
843	0.1644730209
844	0.1643541135
845	0.1642344616
846	0.1639218714
847	0.1636626296
848	0.1636162898
849	0.1632287992
850	0.163113936
851	0.1630521888
852	0.1627073693
853	0.1626778418
854	0.1625273957
855	0.1625148676
856	0.1622554858
857	0.162217196
858	0.161879156
859	0.1618617574
860	0.1615955142
861	0.1612653053
862	0.1611492861
863	0.16096692
864	0.1604613251
865	0.1600198132
866	0.1600079322
867	0.1597091675
868	0.1596802215
869	0.1594095251
870	0.1592832784
871	0.1588678892
872	0.1588530102
873	0.1584837814
874	0.1582187606
875	0.1579621849
876	0.1578565721
877	0.1577497604
878	0.1575668629
879	0.1572019903
880	0.1571585473
881	0.1565786442
882	0.156293415
883	0.1558269216
884	0.1556647077
885	0.155323513
886	0.1553060938
887	0.1549982087
888	0.1545466443
889	0.15437511
890	0.154167292
891	0.1537621562
892	0.1537132838
893	0.153296993
894	0.1529415749
895	0.1526618278
896	0.1520433359
897	0.1517319103
898	0.1514417252
899	0.1513765809
900	0.1510480365
901	0.1508523532
902	0.1504605283
903	0.1501678127
904	0.1497917816
905	0.14955882
906	0.1493580237
907	0.1493413989
908	0.1493189924
909	0.1489400112
910	0.1486134577
911	0.1484418764
912	0.1480198433
913	0.1479969457
914	0.1477404239
915	0.1473895282
916	0.1470117232
917	0.1469930614
918	0.1469740318
919	0.1465678073
920	0.1463402315
921	0.1461256278
922	0.1459995072
923	0.1459613789
924	0.1454915871
925	0.1452808239
926	0.145019662
927	0.1449437448
928	0.1447741495
929	0.1444801606
930	0.1443026299
931	0.1439187163
932	0.1437806581
933	0.1436604064
934	0.1435465307
935	0.1431480697
936	0.1428849316
937	0.1426140592
938	0.1425906322
939	0.1423910628
940	0.1420738677
941	0.1419767293
942	0.1419661579
943	0.141866007
944	0.1418585905
945	0.1414757286
946	0.1412849328
947	0.1410925497
948	0.1410662188
949	0.1410530034
950	0.1409990941
951	0.1408319478
952	0.1407468392
953	0.1407348824
954	0.1405689937
955	0.1402092793
956	0.1398110979
957	0.1393897416
958	0.1393800939
959	0.1393187507
960	0.1390064638
961	0.1387858283
962	0.138453461
963	0.1383602789
964	0.1380220591
965	0.1378979305
966	0.1374942796
967	0.1371281497
968	0.1369201679
969	0.136754316
970	0.1366278464
971	0.1365017837
972	0.136439101
973	0.1361216238
974	0.1359468673
975	0.1358966236
976	0.1356988272
977	0.1353859678
978	0.1350576718
979	0.1346088644
980	0.1344060027
981	0.1343798748
982	0.134143453
983	0.1340729993
984	0.1339786455
985	0.1338649291
986	0.133706702
987	0.1336178133
988	0.1332603466
989	0.13295006
990	0.1326478147
991	0.1324169455
992	0.1320177961
993	0.1319091681
994	0.1318853444
995	0.1318741904
996	0.1317692302
997	0.131623434
998	0.1313992855
999	0.1310256032
